gid,fitness,wacc,wdon,wexs,wins,wexl,winl,winf
2.212,0.5000,0.9937,0.9845,0.0002,0.5808,0.9397,0.0097,0.9967
2.136,0.5242,0.9032,0.9981,0.0029,0.0093,0.4644,0.1660,0.9992
1.437,0.7810,0.0647,0.9997,0.0040,0.9975,0.4460,0.0059,0.9988
3.56,0.8347,0.9992,0.9772,0.0022,0.0002,0.8128,0.9926,0.0002
1.252,0.6682,0.9944,0.9964,0.9826,0.2833,0.1556,0.0122,0.9999
1.95,0.6303,0.9963,0.8535,0.0007,0.0029,0.8127,0.8846,0.9945
1.518,0.8396,0.7276,0.9976,0.0013,0.9996,0.5900,0.0023,0.0035
1.330,0.6682,0.0142,0.9976,0.7533,0.9956,0.8548,0.0004,0.9986
1.120,0.0654,0.9838,0.9980,0.0820,0.1540,0.8151,0.0090,0.0050
1.62,0.4707,0.9881,0.6791,0.0000,0.0078,0.6388,0.0490,0.9990
1.103,0.6196,0.9949,0.0041,0.9963,0.0009,0.1832,0.0249,0.9963
1.398,0.7920,0.6465,0.9895,0.0022,0.0000,0.4080,0.0019,0.9889
2.70,0.6634,0.4283,0.9936,0.0023,0.4205,0.8359,0.8420,0.9978
2.213,0.5401,0.9958,0.9972,0.1987,0.9795,0.7826,0.9986,0.9918
1.182,0.5143,0.9976,1.0000,0.0015,0.1645,0.2886,0.0011,0.9996
1.265,0.6636,0.9970,0.2396,0.0914,0.6844,0.4972,0.0060,0.9978
1.301,0.6470,0.9984,0.9921,0.0017,0.0040,0.3777,0.0027,0.9987
2.142,0.5522,0.9798,0.9983,0.5055,0.9982,0.3657,0.0005,0.9960
2.238,0.6043,0.8433,0.4972,0.0013,0.9991,0.8160,0.0048,0.9885
1.407,0.9999,0.0469,0.4454,0.0824,0.2138,0.0030,0.1756,0.6941
2.194,0.5225,0.9903,0.9936,0.0002,0.0006,0.7768,0.0032,0.9839
2.273,0.8040,0.9947,0.9999,0.0000,0.3398,0.0723,0.0137,0.9945
1.458,0.9994,0.9169,0.9604,0.4639,0.0448,0.2999,0.0553,0.9304
1.254,0.7580,0.9988,0.9921,0.0029,0.0646,0.5994,0.8272,0.9970
1.480,0.8004,0.9969,0.9963,0.6975,0.0107,0.8113,0.9987,0.7791
1.515,1.0000,0.6637,0.9011,0.0498,0.5887,0.1496,0.8080,0.7812
1.477,1.0000,0.6407,0.0550,0.2650,0.6866,0.1619,0.6253,0.3410
2.242,0.8000,0.8263,1.0000,0.0062,0.0798,0.6608,0.0032,0.9699
2.57,0.3948,0.9994,0.9982,0.0059,0.0063,0.4484,0.0019,0.9969
2.294,0.8333,0.9978,0.9956,0.0019,0.9976,0.1478,0.0029,0.9909
1.428,1.0000,0.0330,0.1607,0.1760,0.7392,0.3921,0.9141,0.7250
2.209,0.9969,0.9372,0.0070,0.0914,0.9966,0.1874,0.0022,0.0102
1.184,0.5535,0.0012,0.9988,0.0409,0.9992,0.5210,0.6608,0.9933
1.529,1.0000,0.2984,0.9493,0.7399,0.8332,0.7559,0.2843,0.7048
2.107,0.5080,0.9954,0.9933,0.0026,0.0019,0.4896,0.9964,0.9994
1.36,0.2723,0.9994,0.8349,0.3278,0.2923,0.0376,0.0420,0.9962
1.340,1.0000,0.7606,0.2235,0.9363,0.7947,0.5074,0.8997,0.8035
2.4,0.3356,0.9983,0.9973,0.0001,0.9979,0.7200,0.9934,0.0008
1.12,0.3851,0.9886,0.9966,0.0007,0.7413,0.0190,0.6831,0.9954
1.392,0.8666,0.9958,0.8080,0.3345,0.1098,0.0698,0.0098,0.9998
1.111,0.5678,0.9969,0.9994,0.0394,0.9873,0.0212,0.9931,0.9978
1.173,0.5218,0.9959,0.9970,0.0003,0.1464,0.4102,0.9993,0.9961
2.220,0.5369,0.9930,0.9931,0.0017,0.6295,0.1058,0.0049,0.9944
2.283,0.7767,0.1041,0.2600,0.0036,0.2815,0.3828,0.0017,0.9932
2.125,1.0000,0.2747,0.6448,0.6403,0.6280,0.3388,0.4116,0.3777
1.502,0.6705,0.9940,0.4906,0.2149,0.0039,0.3272,0.0013,0.9992
3.64,0.6697,0.0696,0.9946,0.0052,0.9564,0.3551,0.9995,0.9765
2.35,0.3415,1.0000,0.9983,0.3623,0.9992,0.0535,0.9991,0.9735
1.352,1.0000,0.6417,0.4589,0.5223,0.4369,0.4251,0.7114,0.5570
1.497,1.0000,0.6291,0.9548,0.0623,0.0776,0.8364,0.4607,0.6612
1.319,1.0000,0.7269,0.2068,0.0761,0.2318,0.0444,0.2927,0.5959
2.274,0.6010,0.9927,0.0120,0.1750,0.0002,0.4042,0.0079,0.9962
1.164,0.6691,0.9985,0.9981,0.9940,0.9985,0.4891,0.0008,0.9904
2.17,0.1794,0.9982,0.7220,0.0017,0.9910,0.6353,0.0011,0.9998
1.294,0.8996,0.1549,0.9990,0.0008,0.2308,0.1381,0.0021,0.9945
2.48,0.1121,0.9849,0.9127,0.0010,0.0057,0.9558,0.0047,0.9977
1.235,0.7201,0.6928,0.9976,0.1663,0.9969,0.0312,0.9101,0.9976
1.357,0.6675,0.7736,0.9988,0.0013,0.9986,0.9161,0.0010,0.9960
1.464,0.9973,0.8267,0.6888,0.0536,0.8616,0.0548,0.1651,0.7825
1.193,0.5964,0.9985,0.9968,0.0018,0.0020,0.1582,0.0005,0.9945
2.97,0.3629,0.9990,0.9995,0.0003,0.0013,0.7842,0.9902,1.0000
1.54,0.0082,0.9979,0.9970,0.0015,0.9997,0.1069,0.9893,0.9890
2.165,0.3446,0.9988,0.9995,0.0579,0.0996,0.1694,0.9329,0.9993
1.308,0.6666,0.6585,0.9149,0.0064,0.9923,0.5065,0.0024,0.9982
1.114,0.2353,0.9964,0.9948,0.0032,0.6707,0.7673,0.1761,0.9981
2.67,0.6670,0.0002,0.9393,0.0024,1.0000,0.3402,0.0003,0.9961
1.142,0.5577,0.2499,0.9971,0.2715,0.9989,1.0000,0.0004,0.9981
1.109,0.5733,0.9982,0.9995,0.9999,0.8491,0.1035,0.9940,0.9968
3.1,0.1770,0.9933,0.0135,0.3912,0.9952,0.7831,0.9610,0.9936
2.38,0.6899,0.3743,0.9915,0.0002,0.3043,0.1410,0.0111,0.9941
1.65,0.5158,0.9934,0.9995,0.1310,0.4459,0.9520,0.9991,0.9977
1.82,0.5080,0.9999,0.9987,0.0031,0.0065,0.5184,0.9988,0.9977
3.34,0.3975,0.9973,0.9975,0.0042,0.5997,0.8253,0.3657,0.9969
1.245,0.5665,0.9978,0.9892,0.0013,0.0112,0.6310,0.0001,0.9937
1.531,0.7599,0.9986,0.9908,0.4425,0.9993,0.6452,0.0130,0.9930
1.455,0.7500,0.9992,0.0109,0.0011,0.9990,0.6046,0.0004,0.9995
1.327,0.8401,0.1832,0.9992,0.0819,0.9978,0.0872,0.0001,0.9965
1.3,0.0110,0.9975,0.9992,0.0025,0.9995,0.3062,0.2204,0.9915
2.90,0.2752,0.9948,0.2874,0.0041,0.9961,0.6946,0.0085,0.9975
1.378,0.9967,0.5261,0.0724,0.0541,0.5883,0.1691,0.5368,0.4716
3.14,0.2738,0.9989,0.9985,0.4555,0.4260,0.9756,0.9950,0.9953
2.155,0.5014,0.9994,1.0000,0.9720,0.9958,0.3974,0.5395,0.9351
1.410,0.7531,0.9923,0.9984,0.0024,0.9963,0.0884,0.9954,0.9991
1.328,0.6692,0.9250,0.9967,0.0049,0.9973,0.0522,0.0064,0.9947
1.207,0.6704,0.9942,0.9996,0.1022,0.9992,0.3575,0.9808,0.9891
1.363,0.7606,0.9974,0.9984,0.0002,0.9970,0.2405,0.9940,0.9997
2.204,0.8735,0.5768,0.9084,0.9591,0.5096,0.0309,0.5997,0.8808
2.247,0.9586,0.7554,0.9947,0.0025,0.0077,0.6662,0.0006,0.0018
1.49,0.5001,0.9975,0.9996,0.9940,0.9943,0.1606,0.9981,0.9924
2.19,0.4426,0.9883,0.9946,0.5693,0.5634,0.7323,0.9976,0.9915
1.16,0.0432,0.9950,0.9993,0.0009,0.9969,0.0811,0.0024,0.9998
2.0,0.0782,0.9963,0.0001,0.9917,0.1566,0.8146,0.9872,0.9825
2.52,0.3764,0.9569,0.9977,0.0050,0.9907,0.9766,0.0007,0.9988
1.91,0.5107,0.9957,0.9913,0.0487,0.6286,0.2826,0.9945,0.9960
1.335,0.3701,0.6728,0.9935,0.0626,0.1449,0.2908,0.0175,0.9943
1.344,0.7684,0.9998,0.9998,0.6437,0.2748,0.4894,0.0013,0.9993
1.180,0.6642,0.9951,0.9924,0.3642,0.9975,0.2443,0.0099,0.9960
2.290,0.7964,0.8688,0.3291,0.0266,0.9943,0.6087,0.0146,0.0017
1.397,0.6939,0.9918,0.9998,0.0065,0.0037,0.3847,0.1502,0.9934
1.511,0.7510,0.9987,0.9995,0.0001,0.9979,0.9724,0.9933,0.9909
1.473,0.8271,0.0841,0.9999,0.0038,0.0012,0.4374,0.0013,0.9989
1.448,0.9998,0.0660,0.6096,0.1699,0.2310,0.1132,0.3718,0.9130
1.78,0.2826,0.9978,0.7962,0.0001,0.9804,0.3046,0.0012,0.9901
3.29,0.6162,0.2415,0.9957,0.5760,0.9314,0.8128,0.9946,0.9986
2.149,0.5999,0.9898,0.9966,0.0126,0.9998,0.1289,0.0045,0.0091
1.484,1.0000,0.8563,0.6462,0.0842,0.8345,0.0286,0.0746,0.6727
1.33,0.5003,0.9904,0.9998,0.9961,0.9980,0.4387,0.9963,0.9979
3.62,0.4055,0.9956,0.9987,0.9934,0.0050,0.7689,0.9917,0.9916
1.403,0.7927,0.9913,0.5713,0.1269,0.9952,0.7611,0.0074,0.9909
2.102,0.9951,0.0003,0.5491,0.1163,0.5323,0.3324,0.0004,0.9981
2.119,0.5061,0.9957,0.8180,0.0000,0.0387,0.1606,0.0034,0.9995
3.58,0.2829,0.9995,0.7216,0.0000,0.0011,0.8344,0.0035,0.9949
1.125,0.5334,0.9997,1.0000,0.1819,0.9998,0.3891,0.9974,0.9970
2.146,0.5084,0.9966,0.9997,0.2509,0.9980,0.3545,0.5354,0.9961
1.432,0.7527,0.9898,0.4492,0.0058,0.6680,0.1633,0.0042,0.9962
2.248,0.5002,0.9993,0.9987,0.0073,0.9990,0.4296,0.0011,0.9922
3.53,0.7365,0.1792,0.9985,0.0004,0.0029,0.4694,0.0395,0.8757
3.18,0.1614,0.9996,0.9992,0.0002,0.0035,0.3419,0.2938,0.9999
2.217,0.6000,0.9960,0.9994,0.0043,0.9942,0.9896,0.9965,0.9960
1.479,1.0000,0.4193,0.5417,0.9411,0.4643,0.0189,0.2431,0.5247
1.107,0.5116,0.9992,0.9956,0.2674,0.9975,0.1182,0.9947,0.9912
1.39,0.3380,0.6919,0.9789,0.0008,0.9915,0.2981,0.0059,0.9980
2.191,0.7500,0.9956,0.9984,0.0017,0.0034,0.0325,0.0020,0.9966
2.74,0.6884,0.9996,0.9996,0.0001,0.9888,0.8964,0.0043,0.9931
1.490,0.9837,0.5458,0.1402,0.0128,0.4899,0.1005,0.8274,0.7908
2.63,0.4628,0.6182,0.3828,0.0226,0.9971,0.4289,0.9969,0.9951
1.66,0.1159,0.9935,0.9862,0.0097,0.9991,0.6122,0.6979,0.9976
1.158,0.5216,0.9959,0.9904,0.0507,0.3059,0.0586,0.8146,0.9950
2.28,0.3727,0.7763,0.9971,0.1132,0.0075,0.1802,0.0011,0.9977
1.256,0.6877,0.9973,1.0000,0.0018,0.3088,0.9628,0.0003,0.9848
1.209,0.5502,0.9907,1.0000,0.2715,0.9964,0.7733,0.9979,0.9863
1.260,0.9753,0.9944,0.3295,0.2125,0.5216,0.6369,0.0034,0.9992
1.304,0.6873,0.4058,0.9992,0.0492,0.1921,0.0812,0.0049,0.9983
2.200,0.6155,0.4925,0.9988,0.4097,0.9985,0.6385,0.0055,0.9919
2.151,0.0087,0.9977,0.9983,0.0675,0.9986,0.3699,0.0000,0.9950
3.31,0.6019,0.9969,0.9996,0.0114,0.0061,0.9879,0.0415,0.9936
1.534,1.0000,0.7430,0.8613,0.4972,0.1517,0.2297,0.5732,0.7862
1.450,0.9995,0.9252,0.1488,0.1249,0.9623,0.5520,0.9680,0.3619
1.6,0.1226,0.3191,0.7439,0.0007,0.9986,0.0612,0.0907,0.9999
1.147,0.5041,0.9966,0.9981,0.0007,0.0007,0.3822,0.6193,0.9972
3.10,0.1581,0.9877,0.9958,0.0095,0.0081,0.8575,0.9973,0.9991
1.414,1.0000,0.6111,0.3540,0.8353,0.8506,0.3290,0.6278,0.8194
1.249,0.7512,0.9969,0.9966,0.0030,0.3987,0.3619,0.9452,0.9947
2.94,0.3379,0.9936,0.9936,0.6644,0.9996,0.3722,0.3858,0.9875
1.241,1.0000,0.8238,0.2672,0.1573,0.7067,0.1407,0.5395,0.3532
1.86,0.3991,0.9996,0.3568,0.0006,0.9883,0.1476,0.0071,0.9990
1.202,0.9978,0.0871,0.6799,0.0103,0.7611,0.8568,0.0167,0.9706
1.366,0.8266,0.9978,0.9994,0.0036,0.4921,0.2876,0.0064,0.9988
1.323,0.6739,0.3184,0.0035,0.0027,0.9999,0.4107,0.0021,0.9977
3.5,0.1073,0.9996,0.9972,0.0008,0.5622,0.2773,0.0063,0.9940
1.89,0.4082,0.9922,0.9992,0.0003,0.6336,0.2945,0.0003,0.9972
2.8,0.2885,0.9957,0.3234,0.0010,0.9949,0.6120,0.0049,0.9835
1.110,0.5635,0.9897,0.5208,0.7500,0.9950,0.8128,0.6926,0.9998
2.214,0.8000,0.9938,0.9971,0.0006,0.9977,0.7202,0.9989,0.9999
1.197,0.9894,0.2730,0.2028,0.1063,0.0009,0.9299,0.0039,0.9994
1.233,0.6665,0.1505,0.9979,0.2149,0.0001,0.9913,0.2200,0.9953
1.231,0.7023,0.4276,0.9986,0.0007,0.3500,0.7004,0.2722,0.9973
1.278,0.6754,0.9985,0.0038,0.0026,0.9986,0.2299,0.7020,0.9977
1.353,0.8001,0.9955,0.9995,0.0028,0.9959,0.2650,0.0047,0.9999
1.488,0.7999,0.9998,0.9984,0.1988,0.9920,0.5222,0.0012,0.9972
2.189,0.5114,0.9842,0.9962,0.0023,0.9980,0.1865,0.9903,0.9940
2.225,0.8000,0.9980,0.9973,0.0027,0.0003,0.9605,0.9968,0.9970
1.160,0.5384,0.9985,0.9976,0.0784,0.9975,0.1617,0.0103,0.9929
1.299,0.7545,0.1679,0.9984,0.9956,0.9226,0.4924,0.0668,0.9971
2.30,0.5002,0.9996,0.9958,0.3823,0.6227,0.3872,0.9993,0.9994
2.13,0.7186,0.9980,0.0862,0.0003,0.4483,0.9442,0.9972,0.9959
2.287,0.8334,0.3421,0.9991,0.0015,0.9951,0.9019,0.0010,0.4144
2.270,0.8977,0.3453,0.2056,0.0013,0.9932,0.5475,0.0018,0.9921
2.160,0.4405,0.4078,0.9255,0.0009,0.5121,0.9296,0.3565,0.9995
1.493,1.0000,0.1669,0.7637,0.8819,0.6407,0.9891,0.9962,0.3051
1.505,0.9998,0.8332,0.8340,0.2119,0.6653,0.7079,0.6914,0.6230
1.51,0.2226,0.4116,0.9985,0.0050,0.3979,0.9441,0.0069,0.9995
1.291,1.0000,0.5745,0.3800,0.9220,0.9206,0.7776,0.6080,0.1276
1.506,1.0000,0.0855,0.9154,0.3665,0.5830,0.5236,0.7589,0.1757
3.60,0.7497,0.9989,0.9994,0.0015,0.9964,0.1377,0.0036,0.9897
2.121,1.0000,0.4536,0.9815,0.5534,0.6049,0.4248,0.6695,0.7214
1.176,0.1100,0.9999,0.9989,0.0023,0.3140,0.1465,0.0796,0.9950
2.12,0.0731,0.9977,0.9984,0.7371,0.9961,0.3820,0.0021,0.9816
1.161,0.5074,0.9970,0.9994,0.0153,0.0093,0.1919,0.0117,0.9947
1.121,0.4732,0.9872,0.7384,0.0087,0.0130,0.3841,0.0019,0.9980
1.230,0.3432,0.5839,0.3822,0.0069,0.9953,0.2290,0.0009,0.9990
1.519,1.0000,0.7543,0.9506,0.5453,0.8256,0.1583,0.3268,0.2603
2.137,0.4875,0.9905,0.8912,0.0189,0.0035,0.1842,0.0008,0.9988
1.436,0.2514,0.9927,0.9926,0.1105,0.0011,0.6712,0.0068,0.9991
3.57,0.6011,0.9939,0.9990,0.0019,0.9967,0.4859,0.0034,0.9910
2.272,0.8335,0.4841,0.9959,0.0004,0.9915,0.6587,0.1256,0.2714
1.465,0.9903,0.4162,0.4436,0.3249,0.7949,0.0554,0.1343,0.4078
2.239,0.5001,0.9974,0.9814,0.0022,0.9995,0.0654,0.0004,0.9941
2.120,0.5062,0.9942,0.9977,0.0021,0.2819,0.0127,0.9946,0.9956
1.507,1.0000,0.6157,0.5761,0.0382,0.8236,0.4873,0.6349,0.4413
3.61,0.6182,0.0758,0.9959,0.0001,0.0001,0.1956,0.0047,0.9860
2.195,0.7339,0.9945,0.9942,0.0056,0.9866,0.7892,1.0000,0.9915
1.492,0.8012,0.9997,0.0019,0.0010,0.9941,0.4193,0.0036,0.9996
1.264,0.6670,0.9978,0.9990,0.0049,0.0042,0.2458,0.9939,0.9813
1.300,0.9996,0.9995,0.9978,0.1730,0.6596,0.6816,0.0015,0.9996
2.271,0.6867,0.9982,0.9930,0.8584,0.1064,0.5534,0.2292,0.9732
1.183,0.8702,0.0973,0.9976,0.0058,0.9927,0.6961,0.0025,0.9978
2.56,0.7500,0.6537,0.9998,0.0055,0.9990,0.6168,0.9998,0.0014
1.528,0.6617,0.9998,0.0010,0.0235,0.9939,0.4644,0.0009,0.9984
2.208,0.5213,0.9988,0.9975,0.0190,0.9906,0.7369,0.9915,0.9988
1.415,1.0000,0.0587,0.7048,0.4905,0.4176,0.5748,0.1493,0.7264
2.243,0.4551,0.9979,0.9972,0.0040,0.7305,0.7382,0.9887,0.9994
1.255,0.5154,0.8152,0.7314,0.3839,0.9944,0.0598,0.0031,0.9999
3.4,0.0823,0.9986,0.7105,0.0011,0.9961,0.7197,0.6534,0.9939
1.393,1.0000,0.2448,0.1019,0.3275,0.6673,0.1508,0.5205,0.0509
1.70,0.1179,0.9972,0.9964,0.0011,0.3711,0.2279,0.2529,0.9818
1.322,0.8165,0.9939,0.9929,0.0020,0.0025,0.6400,0.0011,0.9936
2.106,0.1161,0.9841,0.9999,0.0068,0.9935,0.7510,0.5455,0.9946
1.37,0.5183,0.9959,0.9942,0.6561,0.0076,0.6323,0.9959,0.9857
1.87,0.2730,0.9994,0.0009,0.0007,0.9929,0.8987,0.3850,0.9955
2.95,0.3406,0.9981,0.9981,0.0755,0.5558,0.6996,0.9956,0.9981
1.318,1.0000,0.1626,0.4742,0.9908,0.5808,0.9756,0.4658,0.6660
2.216,0.5453,0.4345,0.9992,0.0021,0.9996,0.3033,0.0151,0.9760
2.249,1.0000,0.3425,0.3496,0.5588,0.4424,0.3023,0.2363,0.3640
2.34,0.5020,0.9928,0.9979,0.5571,0.9915,0.2553,0.9640,0.9881
2.147,0.8049,0.9612,0.9983,0.0730,0.0039,0.0659,0.1046,0.9997
2.221,0.5002,0.7857,0.9998,0.0016,0.9968,0.0688,0.9995,0.9997
3.59,0.8071,0.6534,0.6298,0.2988,0.0030,0.4032,0.0007,0.9968
2.118,0.5199,0.9959,0.9967,0.6421,0.9983,0.8915,0.9985,0.9707
2.96,0.3653,1.0000,0.5054,0.0059,0.9987,0.4159,0.0118,0.9978
1.55,0.1197,0.9994,0.9981,0.6358,0.0020,0.7712,0.9987,0.9928
2.82,0.3438,0.9993,0.9985,0.0018,0.9945,0.7720,0.6906,0.9983
2.164,0.8012,0.9993,0.9985,0.0015,0.1690,0.4095,0.9979,0.0045
1.208,1.0000,0.2165,0.3008,0.0312,0.2892,0.3077,0.4400,0.8743
1.257,0.6869,0.8856,0.9959,0.3449,0.9995,0.7578,0.0008,0.9929
1.159,0.6136,0.9984,0.9920,0.0024,0.0001,0.6058,0.0026,0.9976
1.67,0.0172,0.8023,1.0000,0.0015,0.9983,0.5864,0.0750,0.9892
2.75,0.3634,0.7701,0.9952,0.3731,0.0043,0.5582,0.3229,0.9969
1.295,0.5038,0.9924,0.9925,0.0023,0.9998,0.7735,0.0726,0.9959
1.38,0.1967,0.9966,0.9937,0.0031,0.0017,0.8956,0.0025,0.9999
1.106,0.5196,0.9689,0.9996,0.0009,0.0065,0.7810,0.4004,0.9973
1.2,0.0060,0.9997,0.0004,0.0053,0.9909,0.9983,0.0574,0.9931
1.181,0.5629,0.9953,0.9980,0.0012,0.9838,0.3308,0.0123,0.9995
1.64,0.3792,0.9975,0.9213,0.0001,0.0164,0.6679,0.0085,0.9934
3.35,0.4283,0.3229,0.9987,0.1233,0.0003,0.1632,0.4278,0.9699
1.345,1.0000,0.1176,0.5307,0.8721,0.6705,0.3759,0.2674,0.3505
1.530,0.7632,0.9918,0.0099,0.0727,0.9993,0.4062,0.0033,0.9963
1.454,0.7506,0.9997,0.9980,0.0017,0.9977,0.4823,0.0022,0.9984
1.227,0.5267,0.6964,0.9979,0.0027,0.0004,0.6497,0.0001,0.9970
1.108,0.4255,0.2694,0.9979,0.0009,0.3148,0.1374,0.0061,0.9985
1.129,0.0221,0.9993,0.9869,0.0010,0.9872,0.9854,0.0084,0.9998
1.143,0.1221,0.9962,0.6857,0.0045,0.9185,0.8791,0.0046,0.9916
1.206,0.5290,0.6361,0.9999,0.2341,0.9993,0.9752,0.1212,0.9989
1.362,1.0000,0.3677,0.8680,0.1939,0.7687,0.0046,0.9808,0.2782
2.266,0.8333,0.9939,0.9967,0.0003,0.9903,0.4400,0.0009,0.0031
1.329,1.0000,0.7256,0.1531,0.4015,0.5359,0.8168,0.1950,0.7828
1.472,0.7534,0.3023,0.9983,0.8478,0.9993,0.0357,0.0555,0.9981
2.291,0.6002,0.0012,0.9996,0.2955,0.9903,0.9776,0.9897,0.9997
2.168,0.3805,0.9864,0.9984,0.3936,0.9253,0.9691,0.6645,0.9991
1.104,0.4744,0.5991,0.8643,0.0028,0.9987,0.5536,0.0506,1.0000
2.77,0.7529,0.9972,0.9932,0.0006,0.4676,0.6118,0.9980,0.9894
1.387,1.0000,0.6111,0.7132,0.3695,0.7495,0.9381,0.2679,0.5650
2.112,0.5000,0.7184,0.9988,0.0019,0.3112,0.5951,0.0023,0.9992
1.92,0.5148,0.9973,0.9978,0.3153,0.0055,0.3934,0.0076,0.9826
1.337,0.6677,0.9997,0.9981,0.0027,0.3477,0.0054,0.0023,0.9869
1.23,0.0037,0.9946,0.9954,0.5322,0.9943,0.6936,0.0031,0.9950
2.159,0.3344,0.9930,0.9989,0.3605,0.9685,0.1246,0.9936,0.9971
1.68,0.0525,0.9987,0.9952,0.0100,0.6501,0.6081,0.3819,0.9946
1.368,0.6715,0.0930,0.9979,0.0119,0.0119,0.7191,0.9974,0.9900
2.80,0.3401,0.9981,0.9923,0.4631,0.9954,0.4309,0.0320,0.9995
2.42,0.3352,0.9924,0.9987,0.2326,0.9954,0.5834,0.9947,0.9970
2.145,0.8000,0.9999,0.9964,0.9983,0.4866,0.0490,0.9998,0.9980
1.400,0.8000,0.0035,0.9955,0.0009,0.9995,0.1104,0.2720,0.9978
2.257,1.0000,0.0519,0.4088,0.3009,0.7430,0.3680,0.0542,0.0653
2.293,0.3041,0.9891,0.7222,0.0020,0.0168,0.5473,0.0058,0.9979
2.135,0.5047,0.6275,0.9926,0.0000,0.6384,0.8123,0.9988,0.9771
1.512,0.9531,0.0164,0.9986,0.0443,0.9995,0.8359,0.0016,0.0007
2.181,0.5024,0.9962,0.9980,0.4949,0.9987,0.2350,0.9960,0.9823
1.270,0.7430,0.9985,0.9998,0.0001,0.0008,0.5533,0.0016,0.9940
1.487,0.7505,0.9871,0.0164,0.0711,0.0037,0.6718,0.0001,0.9980
1.314,0.7502,0.9974,0.0013,0.3633,0.0047,0.8531,0.0007,0.9986
2.264,0.8003,0.9877,0.9953,0.6624,0.9986,0.5339,0.0091,0.9971
1.174,0.3735,0.3807,0.9872,0.0003,0.9742,0.5804,0.0074,0.9990
2.3,0.0131,0.9986,0.9948,0.0518,0.0094,0.2886,0.7565,0.9957
1.135,0.3936,0.9982,0.3923,0.0015,0.9958,0.1828,0.0287,0.9942
1.15,0.1060,0.9943,0.9979,0.5443,0.7787,0.0930,0.0406,0.9993
2.58,0.8165,0.9224,0.0019,0.2573,0.7344,0.8889,0.9999,0.9821
1.225,0.6692,0.3156,0.8151,0.0077,0.3868,0.5678,0.0018,0.9984
1.469,0.9998,0.5343,0.9961,0.1937,0.3175,0.2883,0.4349,0.5423
1.347,1.0000,0.5045,0.8911,0.8465,0.2954,0.8843,0.8590,0.9278
2.123,0.6035,0.9899,0.9959,0.0057,0.9929,0.1521,0.1730,0.0511
3.43,0.8022,0.9933,0.1724,0.0006,0.9995,0.4634,0.0022,0.9980
1.422,1.0000,0.0041,0.0031,0.1330,0.7595,0.3094,0.2638,0.8181
1.212,1.0000,0.8894,0.3985,0.5187,0.6503,0.4039,0.8630,0.9349
1.376,1.0000,0.7382,0.1822,0.7420,0.8336,0.5425,0.8734,0.8597
1.259,1.0000,0.0191,0.0153,0.7434,0.4401,0.6086,0.9938,0.2482
1.467,0.7500,0.9988,0.5904,0.0029,0.9915,0.5170,0.0019,0.9986
1.99,0.5209,0.4378,0.8695,0.0015,0.9881,0.6114,0.0526,0.9967
2.284,0.7990,0.9992,0.9992,0.5166,0.9984,0.9095,0.9986,0.7727
1.438,1.0000,0.7064,0.3904,0.2426,0.4429,0.2283,0.0594,0.0849
2.11,0.2269,0.9998,0.6192,0.0025,0.7105,0.2462,0.0019,0.9998
1.194,0.1247,0.9928,0.9854,0.0008,0.0100,0.2704,0.0104,0.9927
1.524,0.9975,0.5760,0.7101,0.3651,0.9821,0.1568,0.5150,0.7517
1.440,0.8060,0.2599,0.9829,0.5299,0.9922,0.8730,0.3176,0.0001
3.21,0.3254,0.7071,0.9996,0.0033,0.9964,0.7162,0.0001,0.9849
1.350,1.0000,0.3151,0.5063,0.3241,0.8205,0.5813,0.2037,0.8149
4.1,0.0736,0.9996,0.9617,0.4075,0.9997,0.5220,0.9933,0.9911
1.157,0.5551,0.3936,0.9991,0.1736,0.1746,0.0884,0.0032,0.9980
1.41,0.4360,0.4307,0.6190,0.0082,0.5708,0.2323,0.0003,0.9978
1.471,1.0000,0.6626,0.2340,0.3605,0.7059,0.2085,0.2199,0.3988
2.170,0.6871,0.0093,0.2284,0.0001,0.9982,0.4806,0.9951,0.9946
1.85,0.5005,0.9990,0.9936,0.1825,0.9927,0.2948,0.9779,0.9886
1.242,0.6704,0.9985,0.9971,0.0085,0.4531,0.7778,0.9975,0.9968
1.72,0.1643,0.9994,0.7204,0.0069,1.0000,0.4856,0.0733,0.9971
3.6,0.4691,0.0944,0.9996,0.0027,0.9850,0.4472,0.0385,0.9969
1.113,0.5417,0.9974,0.8584,0.3565,0.7614,0.8248,0.7789,0.9995
2.60,0.6477,0.9952,0.9999,0.3832,0.9982,0.9737,0.9959,0.9985
1.281,0.6675,0.9999,0.9997,0.0052,0.5929,0.1381,0.9975,0.9971
1.388,0.8012,0.6752,0.9998,0.9927,0.4223,0.9894,0.9944,0.9982
2.203,0.6874,0.6506,0.9999,0.0004,0.6033,0.4181,0.0009,0.0015
3.13,0.2624,0.9920,0.3959,0.4925,0.9997,0.2352,0.9988,0.7120
2.152,0.9897,0.3158,0.4517,0.1993,0.4729,0.7783,0.1094,0.6784
2.20,0.4379,0.4386,0.9925,0.2957,0.2671,0.2784,0.0029,0.9995
1.417,0.6667,0.9958,0.9876,0.0004,0.9963,0.0634,0.0048,0.9961
2.235,0.6013,0.9935,0.9983,0.3555,0.9975,0.3097,0.0010,0.9912
1.498,1.0000,0.5382,0.8532,0.8130,0.5109,0.8964,0.6019,0.8334
1.389,0.6744,0.9926,0.9950,0.0019,0.9972,0.7361,0.0010,0.9994
